                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.3079,                 3.5038,                 2.0815,                0.00667,                      1,                0.05103,                0.02224,                  2.049,                 3.4447,                 2.3736,                      0,                      0,                      0
                      2,                 3.7205,                 4.2913,                 3.4457,                0.00667,                      1,                0.05103,                0.02257,                  2.096,                 3.5067,                 2.3445,               1.01e-05,               1.01e-05,               1.01e-05
