                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      5,                  1.737,                  3.718,                  1.653,                0.00547,                0.46154,                0.00851,                 0.0027,                 1.6554,                 4.3255,                 1.8701,             1.3869e-05,             1.3869e-05,             1.3869e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00426,                0.33333,                0.00765,                0.00205,                 1.7363,                 4.3294,                  1.861,                      0,                      0,                      0
                      2,                 1.4959,                  3.946,                 1.4646,                0.00423,                0.33333,                0.00814,                0.00196,                 1.7413,                 4.3055,                 1.8835,             1.3919e-05,             1.3919e-05,             1.3919e-05
                      3,                 1.7722,                  3.733,                 1.7411,                0.00502,                    0.4,                0.00842,                 0.0023,                 1.7396,                 4.2954,                  1.878,             2.2338e-05,             2.2338e-05,             2.2338e-05
                      4,                 2.3881,                 4.0485,                 2.1733,                0.00489,                    0.4,                0.00783,                0.00227,                 1.7287,                 4.2778,                 1.8727,             2.5255e-05,             2.5255e-05,             2.5255e-05
                      5,                 1.7306,                 3.7165,                 1.6517,                0.00728,                    0.6,                0.01092,                0.00342,                 1.7239,                 4.2657,                 1.8824,             2.2671e-05,             2.2671e-05,             2.2671e-05
                      6,                 1.5524,                 3.7203,                 1.4893,                  0.008,                0.66667,                0.01166,                0.00343,                 1.7309,                  4.253,                  1.888,             1.4586e-05,             1.4586e-05,             1.4586e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00426,                0.33333,                0.00765,                0.00205,                 1.7363,                 4.3294,                  1.861,                      0,                      0,                      0
                      2,                 1.4959,                  3.946,                 1.4646,                0.00423,                0.33333,                0.00814,                0.00196,                 1.7413,                 4.3055,                 1.8835,             1.3919e-05,             1.3919e-05,             1.3919e-05
                      3,                 1.7722,                  3.733,                 1.7411,                0.00502,                    0.4,                0.00842,                 0.0023,                 1.7396,                 4.2954,                  1.878,             2.2338e-05,             2.2338e-05,             2.2338e-05
                      4,                 2.3881,                 4.0485,                 2.1733,                0.00489,                    0.4,                0.00783,                0.00227,                 1.7287,                 4.2778,                 1.8727,             2.5255e-05,             2.5255e-05,             2.5255e-05
                      5,                 1.7306,                 3.7165,                 1.6517,                0.00728,                    0.6,                0.01092,                0.00342,                 1.7239,                 4.2657,                 1.8824,             2.2671e-05,             2.2671e-05,             2.2671e-05
                      6,                 1.5524,                 3.7203,                 1.4893,                  0.008,                0.66667,                0.01166,                0.00343,                 1.7309,                  4.253,                  1.888,             1.4586e-05,             1.4586e-05,             1.4586e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00426,                0.33333,                0.00765,                0.00205,                 1.7363,                 4.3294,                  1.861,                      0,                      0,                      0
                      2,                 1.4959,                  3.946,                 1.4646,                0.00423,                0.33333,                0.00814,                0.00196,                 1.7413,                 4.3055,                 1.8835,             1.3919e-05,             1.3919e-05,             1.3919e-05
                      3,                 1.7722,                  3.733,                 1.7411,                0.00502,                    0.4,                0.00842,                 0.0023,                 1.7396,                 4.2954,                  1.878,             2.2338e-05,             2.2338e-05,             2.2338e-05
                      4,                 2.3881,                 4.0485,                 2.1733,                0.00489,                    0.4,                0.00783,                0.00227,                 1.7287,                 4.2778,                 1.8727,             2.5255e-05,             2.5255e-05,             2.5255e-05
                      5,                 1.7306,                 3.7165,                 1.6517,                0.00728,                    0.6,                0.01092,                0.00342,                 1.7239,                 4.2657,                 1.8824,             2.2671e-05,             2.2671e-05,             2.2671e-05
                      6,                 1.5524,                 3.7203,                 1.4893,                  0.008,                0.66667,                0.01166,                0.00343,                 1.7309,                  4.253,                  1.888,             1.4586e-05,             1.4586e-05,             1.4586e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00426,                0.33333,                0.00765,                0.00205,                 1.7363,                 4.3294,                  1.861,                      0,                      0,                      0
                      2,                 1.4959,                  3.946,                 1.4646,                0.00423,                0.33333,                0.00814,                0.00196,                 1.7413,                 4.3055,                 1.8835,             1.3919e-05,             1.3919e-05,             1.3919e-05
                      3,                 1.7722,                  3.733,                 1.7411,                0.00502,                    0.4,                0.00842,                 0.0023,                 1.7396,                 4.2954,                  1.878,             2.2338e-05,             2.2338e-05,             2.2338e-05
                      4,                 2.3881,                 4.0485,                 2.1733,                0.00489,                    0.4,                0.00783,                0.00227,                 1.7287,                 4.2778,                 1.8727,             2.5255e-05,             2.5255e-05,             2.5255e-05
                      5,                 1.7306,                 3.7165,                 1.6517,                0.00728,                    0.6,                0.01092,                0.00342,                 1.7239,                 4.2657,                 1.8824,             2.2671e-05,             2.2671e-05,             2.2671e-05
                      6,                 1.5524,                 3.7203,                 1.4893,                  0.008,                0.66667,                0.01166,                0.00343,                 1.7309,                  4.253,                  1.888,             1.4586e-05,             1.4586e-05,             1.4586e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00426,                0.33333,                0.00765,                0.00205,                 1.7363,                 4.3294,                  1.861,                      0,                      0,                      0
                      2,                 1.4959,                  3.946,                 1.4646,                0.00423,                0.33333,                0.00814,                0.00196,                 1.7413,                 4.3055,                 1.8835,             1.3919e-05,             1.3919e-05,             1.3919e-05
                      3,                 1.7722,                  3.733,                 1.7411,                0.00502,                    0.4,                0.00842,                 0.0023,                 1.7396,                 4.2954,                  1.878,             2.2338e-05,             2.2338e-05,             2.2338e-05
                      4,                 2.3881,                 4.0485,                 2.1733,                0.00489,                    0.4,                0.00783,                0.00227,                 1.7287,                 4.2778,                 1.8727,             2.5255e-05,             2.5255e-05,             2.5255e-05
                      5,                 1.7306,                 3.7165,                 1.6517,                0.00728,                    0.6,                0.01092,                0.00342,                 1.7239,                 4.2657,                 1.8824,             2.2671e-05,             2.2671e-05,             2.2671e-05
                      6,                 1.5524,                 3.7203,                 1.4893,                  0.008,                0.66667,                0.01166,                0.00343,                 1.7309,                  4.253,                  1.888,             1.4586e-05,             1.4586e-05,             1.4586e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00426,                0.33333,                0.00765,                0.00205,                 1.7363,                 4.3294,                  1.861,                      0,                      0,                      0
                      2,                 1.4959,                  3.946,                 1.4646,                0.00423,                0.33333,                0.00814,                0.00196,                 1.7413,                 4.3055,                 1.8835,             1.3919e-05,             1.3919e-05,             1.3919e-05
                      3,                 1.7722,                  3.733,                 1.7411,                0.00502,                    0.4,                0.00842,                 0.0023,                 1.7396,                 4.2954,                  1.878,             2.2338e-05,             2.2338e-05,             2.2338e-05
                      4,                 2.3881,                 4.0485,                 2.1733,                0.00489,                    0.4,                0.00783,                0.00227,                 1.7287,                 4.2778,                 1.8727,             2.5255e-05,             2.5255e-05,             2.5255e-05
                      5,                 1.7306,                 3.7165,                 1.6517,                0.00728,                    0.6,                0.01092,                0.00342,                 1.7239,                 4.2657,                 1.8824,             2.2671e-05,             2.2671e-05,             2.2671e-05
                      6,                 1.5524,                 3.7203,                 1.4893,                  0.008,                0.66667,                0.01166,                0.00343,                 1.7309,                  4.253,                  1.888,             1.4586e-05,             1.4586e-05,             1.4586e-05
                      7,                 1.8704,                 3.8681,                  1.816,                0.00534,                0.41176,                0.01416,                0.00389,                 1.7705,                 4.2777,                 1.9116,                      0,                      0,                      0
                      7,                 1.4959,                  3.946,                 1.4646,                0.00531,                0.41176,                0.01569,                0.00392,                 1.7793,                 4.2514,                 1.9323,             1.3919e-05,             1.3919e-05,             1.3919e-05
                      7,                 1.7722,                  3.733,                 1.7411,                  0.006,                0.47059,                0.01571,                0.00424,                 1.7815,                 4.2433,                 1.9257,             2.2338e-05,             2.2338e-05,             2.2338e-05
                      7,                 2.3881,                 4.0485,                 2.1733,                0.00586,                0.47059,                0.01491,                0.00452,                 1.7741,                 4.2263,                 1.9193,             2.5255e-05,             2.5255e-05,             2.5255e-05
                      7,                 1.7306,                 3.7165,                 1.6517,                0.00799,                0.64706,                0.01799,                0.00592,                 1.7723,                 4.2076,                 1.9342,             2.2671e-05,             2.2671e-05,             2.2671e-05
                      7,                 1.5524,                 3.7203,                 1.4893,                0.00863,                0.70588,                0.01893,                0.00607,                  1.768,                 4.2079,                 1.9312,             1.4586e-05,             1.4586e-05,             1.4586e-05
                      7,                 1.8704,                 3.8681,                  1.816,                0.00534,                0.41176,                0.01416,                0.00389,                 1.7705,                 4.2777,                 1.9116,                      0,                      0,                      0
                      7,                 1.4959,                  3.946,                 1.4646,                0.00531,                0.41176,                0.01569,                0.00392,                 1.7793,                 4.2514,                 1.9323,             1.3919e-05,             1.3919e-05,             1.3919e-05
                      7,                 1.7722,                  3.733,                 1.7411,                  0.006,                0.47059,                0.01571,                0.00424,                 1.7815,                 4.2433,                 1.9257,             2.2338e-05,             2.2338e-05,             2.2338e-05
                      7,                 2.3881,                 4.0485,                 2.1733,                0.00586,                0.47059,                0.01491,                0.00452,                 1.7741,                 4.2263,                 1.9193,             2.5255e-05,             2.5255e-05,             2.5255e-05
                      7,                 1.7306,                 3.7165,                 1.6517,                0.00799,                0.64706,                0.01799,                0.00592,                 1.7723,                 4.2076,                 1.9342,             2.2671e-05,             2.2671e-05,             2.2671e-05
                      7,                 1.5524,                 3.7203,                 1.4893,                0.00863,                0.70588,                0.01893,                0.00607,                  1.768,                 4.2079,                 1.9312,             1.4586e-05,             1.4586e-05,             1.4586e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00534,                0.41176,                0.01416,                0.00389,                 1.7705,                 4.2777,                 1.9116,                      0,                      0,                      0
                      7,                 1.4959,                  3.946,                 1.4646,                0.00531,                0.41176,                0.01569,                0.00392,                 1.7793,                 4.2514,                 1.9323,             1.3919e-05,             1.3919e-05,             1.3919e-05
                      7,                 1.7722,                  3.733,                 1.7411,                  0.006,                0.47059,                0.01571,                0.00424,                 1.7815,                 4.2433,                 1.9257,             2.2338e-05,             2.2338e-05,             2.2338e-05
                      7,                 2.3881,                 4.0485,                 2.1733,                0.00586,                0.47059,                0.01491,                0.00452,                 1.7741,                 4.2263,                 1.9193,             2.5255e-05,             2.5255e-05,             2.5255e-05
                      7,                 1.7306,                 3.7165,                 1.6517,                0.00799,                0.64706,                0.01799,                0.00592,                 1.7723,                 4.2076,                 1.9342,             2.2671e-05,             2.2671e-05,             2.2671e-05
                      7,                 1.5524,                 3.7203,                 1.4893,                0.00863,                0.70588,                0.01893,                0.00607,                  1.768,                 4.2079,                 1.9312,             1.4586e-05,             1.4586e-05,             1.4586e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00534,                0.41176,                0.01416,                0.00389,                 1.7705,                 4.2777,                 1.9116,                      0,                      0,                      0
                      7,                 1.4959,                  3.946,                 1.4646,                0.00531,                0.41176,                0.01569,                0.00392,                 1.7793,                 4.2514,                 1.9323,             1.3919e-05,             1.3919e-05,             1.3919e-05
                      7,                 1.7722,                  3.733,                 1.7411,                  0.006,                0.47059,                0.01571,                0.00424,                 1.7815,                 4.2433,                 1.9257,             2.2338e-05,             2.2338e-05,             2.2338e-05
                      7,                 2.3881,                 4.0485,                 2.1733,                0.00586,                0.47059,                0.01491,                0.00452,                 1.7741,                 4.2263,                 1.9193,             2.5255e-05,             2.5255e-05,             2.5255e-05
                      5,                 1.7306,                 3.7165,                 1.6517,                0.00799,                0.64706,                0.01799,                0.00592,                 1.7723,                 4.2076,                 1.9342,             2.2671e-05,             2.2671e-05,             2.2671e-05
                      6,                  1.631,                 3.5194,                 1.6827,                0.00861,                0.70588,                0.01888,                0.00621,                  1.765,                 4.2051,                 1.9237,             1.4586e-05,             1.4586e-05,             1.4586e-05
                      1,                 1.7832,                 3.6395,                 1.6945,                0.00535,                0.41176,                0.01417,                0.00375,                 1.7682,                 4.2696,                 1.9133,                      0,                      0,                      0
                      2,                 1.7604,                 3.8285,                 1.6657,                0.00527,                0.41176,                0.01532,                0.00391,                 1.7832,                 4.2448,                 1.9193,             1.3919e-05,             1.3919e-05,             1.3919e-05
                      3,                 1.6874,                 3.8104,                 1.6114,                0.00667,                0.52941,                0.02066,                0.00527,                 1.8117,                  4.224,                 1.9276,             2.2338e-05,             2.2338e-05,             2.2338e-05
                      4,                 1.7753,                 3.7955,                 1.6152,                0.00725,                0.58824,                 0.0224,                0.00626,                 1.7999,                 4.2151,                 1.8952,             2.5255e-05,             2.5255e-05,             2.5255e-05
                      5,                  1.589,                 3.9001,                 1.4483,                0.00789,                0.64706,                0.02571,                0.00703,                 1.7828,                 4.2276,                 1.8842,             2.2671e-05,             2.2671e-05,             2.2671e-05
                      6,                 1.8087,                 3.8082,                 1.7363,                0.00846,                0.70588,                0.02866,                0.00732,                 1.7579,                 4.2345,                 1.8707,             1.4586e-05,             1.4586e-05,             1.4586e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00534,                0.41176,                0.01416,                0.00389,                 1.7705,                 4.2777,                 1.9116,                      0,                      0,                      0
                      2,                 1.4959,                  3.946,                 1.4646,                0.00531,                0.41176,                0.01569,                0.00392,                 1.7793,                 4.2514,                 1.9323,             1.3919e-05,             1.3919e-05,             1.3919e-05
                      3,                 1.7722,                  3.733,                 1.7411,                  0.006,                0.47059,                0.01571,                0.00424,                 1.7815,                 4.2433,                 1.9257,             2.2338e-05,             2.2338e-05,             2.2338e-05
                      4,                 2.3881,                 4.0485,                 2.1733,                0.00586,                0.47059,                0.01491,                0.00452,                 1.7741,                 4.2263,                 1.9193,             2.5255e-05,             2.5255e-05,             2.5255e-05
                      5,                 1.7306,                 3.7165,                 1.6517,                0.00799,                0.64706,                0.01799,                0.00592,                 1.7723,                 4.2076,                 1.9342,             2.2671e-05,             2.2671e-05,             2.2671e-05
                      6,                 1.5524,                 3.7203,                 1.4893,                0.00863,                0.70588,                0.01893,                0.00607,                  1.768,                 4.2079,                 1.9312,             1.4586e-05,             1.4586e-05,             1.4586e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00534,                0.41176,                0.01416,                0.00389,                 1.7705,                 4.2777,                 1.9116,                      0,                      0,                      0
                      2,                 1.4959,                  3.946,                 1.4646,                0.00531,                0.41176,                0.01569,                0.00392,                 1.7793,                 4.2514,                 1.9323,             1.3919e-05,             1.3919e-05,             1.3919e-05
                      3,                 1.7722,                  3.733,                 1.7411,                  0.006,                0.47059,                0.01571,                0.00424,                 1.7815,                 4.2433,                 1.9257,             2.2338e-05,             2.2338e-05,             2.2338e-05
                      4,                 2.3881,                 4.0485,                 2.1733,                0.00586,                0.47059,                0.01491,                0.00452,                 1.7741,                 4.2263,                 1.9193,             2.5255e-05,             2.5255e-05,             2.5255e-05
                      5,                 1.7306,                 3.7165,                 1.6517,                0.00799,                0.64706,                0.01799,                0.00592,                 1.7723,                 4.2076,                 1.9342,             2.2671e-05,             2.2671e-05,             2.2671e-05
                      6,                 1.5524,                 3.7203,                 1.4893,                0.00863,                0.70588,                0.01893,                0.00607,                  1.768,                 4.2079,                 1.9312,             1.4586e-05,             1.4586e-05,             1.4586e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00534,                0.41176,                0.01416,                0.00389,                 1.7705,                 4.2777,                 1.9116,                      0,                      0,                      0
                      2,                 1.4959,                  3.946,                 1.4646,                0.00531,                0.41176,                0.01569,                0.00392,                 1.7793,                 4.2514,                 1.9323,             1.3919e-05,             1.3919e-05,             1.3919e-05
                      3,                 1.7722,                  3.733,                 1.7411,                  0.006,                0.47059,                0.01571,                0.00424,                 1.7815,                 4.2433,                 1.9257,             2.2338e-05,             2.2338e-05,             2.2338e-05
                      4,                 2.3881,                 4.0485,                 2.1733,                0.00586,                0.47059,                0.01491,                0.00452,                 1.7741,                 4.2263,                 1.9193,             2.5255e-05,             2.5255e-05,             2.5255e-05
                      5,                 1.7306,                 3.7165,                 1.6517,                0.00799,                0.64706,                0.01799,                0.00592,                 1.7723,                 4.2076,                 1.9342,             2.2671e-05,             2.2671e-05,             2.2671e-05
                      6,                 1.5524,                 3.7203,                 1.4893,                0.00863,                0.70588,                0.01893,                0.00607,                  1.768,                 4.2079,                 1.9312,             1.4586e-05,             1.4586e-05,             1.4586e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00534,                0.41176,                0.01416,                0.00389,                 1.7705,                 4.2777,                 1.9116,                      0,                      0,                      0
                      2,                 1.4959,                  3.946,                 1.4646,                0.00531,                0.41176,                0.01569,                0.00392,                 1.7793,                 4.2514,                 1.9323,             1.3919e-05,             1.3919e-05,             1.3919e-05
                      3,                 1.7722,                  3.733,                 1.7411,                  0.006,                0.47059,                0.01571,                0.00424,                 1.7815,                 4.2433,                 1.9257,             2.2338e-05,             2.2338e-05,             2.2338e-05
                      4,                 2.3881,                 4.0485,                 2.1733,                0.00586,                0.47059,                0.01491,                0.00452,                 1.7741,                 4.2263,                 1.9193,             2.5255e-05,             2.5255e-05,             2.5255e-05
                      5,                 1.7306,                 3.7165,                 1.6517,                0.00799,                0.64706,                0.01799,                0.00592,                 1.7723,                 4.2076,                 1.9342,             2.2671e-05,             2.2671e-05,             2.2671e-05
                      6,                 1.5524,                 3.7203,                 1.4893,                0.00863,                0.70588,                0.01893,                0.00607,                  1.768,                 4.2079,                 1.9312,             1.4586e-05,             1.4586e-05,             1.4586e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00534,                0.41176,                0.01416,                0.00389,                 1.7705,                 4.2777,                 1.9116,                      0,                      0,                      0
                      2,                 1.4959,                  3.946,                 1.4646,                0.00531,                0.41176,                0.01569,                0.00392,                 1.7793,                 4.2514,                 1.9323,             1.3919e-05,             1.3919e-05,             1.3919e-05
                      3,                 1.7722,                  3.733,                 1.7411,                  0.006,                0.47059,                0.01571,                0.00424,                 1.7815,                 4.2433,                 1.9257,             2.2338e-05,             2.2338e-05,             2.2338e-05
                      4,                 2.3881,                 4.0485,                 2.1733,                0.00586,                0.47059,                0.01491,                0.00452,                 1.7741,                 4.2263,                 1.9193,             2.5255e-05,             2.5255e-05,             2.5255e-05
                      5,                 1.7306,                 3.7165,                 1.6517,                0.00799,                0.64706,                0.01799,                0.00592,                 1.7723,                 4.2076,                 1.9342,             2.2671e-05,             2.2671e-05,             2.2671e-05
                      6,                 1.5524,                 3.7203,                 1.4893,                0.00863,                0.70588,                0.01893,                0.00607,                  1.768,                 4.2079,                 1.9312,             1.4586e-05,             1.4586e-05,             1.4586e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00534,                0.41176,                0.01416,                0.00389,                 1.7705,                 4.2777,                 1.9116,                      0,                      0,                      0
                      2,                 1.4959,                  3.946,                 1.4646,                0.00531,                0.41176,                0.01569,                0.00392,                 1.7793,                 4.2514,                 1.9323,             1.3919e-05,             1.3919e-05,             1.3919e-05
                      3,                 1.7722,                  3.733,                 1.7411,                  0.006,                0.47059,                0.01571,                0.00424,                 1.7815,                 4.2433,                 1.9257,             2.2338e-05,             2.2338e-05,             2.2338e-05
                      4,                 2.3881,                 4.0485,                 2.1733,                0.00586,                0.47059,                0.01491,                0.00452,                 1.7741,                 4.2263,                 1.9193,             2.5255e-05,             2.5255e-05,             2.5255e-05
                      5,                 1.7306,                 3.7165,                 1.6517,                0.00799,                0.64706,                0.01799,                0.00592,                 1.7723,                 4.2076,                 1.9342,             2.2671e-05,             2.2671e-05,             2.2671e-05
                      6,                 1.5524,                 3.7203,                 1.4893,                0.00863,                0.70588,                0.01893,                0.00607,                  1.768,                 4.2079,                 1.9312,             1.4586e-05,             1.4586e-05,             1.4586e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00534,                0.41176,                0.01416,                0.00389,                 1.7705,                 4.2777,                 1.9116,                      0,                      0,                      0
                      2,                 1.4959,                  3.946,                 1.4646,                0.00531,                0.41176,                0.01569,                0.00392,                 1.7793,                 4.2514,                 1.9323,             1.3919e-05,             1.3919e-05,             1.3919e-05
                      3,                 1.7722,                  3.733,                 1.7411,                  0.006,                0.47059,                0.01571,                0.00424,                 1.7815,                 4.2433,                 1.9257,             2.2338e-05,             2.2338e-05,             2.2338e-05
                      4,                 2.3881,                 4.0485,                 2.1733,                0.00586,                0.47059,                0.01491,                0.00452,                 1.7741,                 4.2263,                 1.9193,             2.5255e-05,             2.5255e-05,             2.5255e-05
                      5,                 1.7306,                 3.7165,                 1.6517,                0.00799,                0.64706,                0.01799,                0.00592,                 1.7723,                 4.2076,                 1.9342,             2.2671e-05,             2.2671e-05,             2.2671e-05
                      6,                 1.5524,                 3.7203,                 1.4893,                0.00863,                0.70588,                0.01893,                0.00607,                  1.768,                 4.2079,                 1.9312,             1.4586e-05,             1.4586e-05,             1.4586e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00534,                0.41176,                0.01416,                0.00389,                 1.7705,                 4.2777,                 1.9116,                      0,                      0,                      0
                      2,                 1.4959,                  3.946,                 1.4646,                0.00531,                0.41176,                0.01569,                0.00392,                 1.7793,                 4.2514,                 1.9323,             1.3919e-05,             1.3919e-05,             1.3919e-05
                      3,                 1.7722,                  3.733,                 1.7411,                  0.006,                0.47059,                0.01571,                0.00424,                 1.7815,                 4.2433,                 1.9257,             2.2338e-05,             2.2338e-05,             2.2338e-05
                      4,                 2.3881,                 4.0485,                 2.1733,                0.00586,                0.47059,                0.01491,                0.00452,                 1.7741,                 4.2263,                 1.9193,             2.5255e-05,             2.5255e-05,             2.5255e-05
                      5,                 1.7306,                 3.7165,                 1.6517,                0.00799,                0.64706,                0.01799,                0.00592,                 1.7723,                 4.2076,                 1.9342,             2.2671e-05,             2.2671e-05,             2.2671e-05
                      6,                 1.5524,                 3.7203,                 1.4893,                0.00863,                0.70588,                0.01893,                0.00607,                  1.768,                 4.2079,                 1.9312,             1.4586e-05,             1.4586e-05,             1.4586e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00534,                0.41176,                0.01416,                0.00389,                 1.7705,                 4.2777,                 1.9116,                      0,                      0,                      0
                      2,                 1.4959,                  3.946,                 1.4646,                 0.0053,                0.41176,                 0.0153,                0.00387,                   1.78,                 4.2526,                 1.9323,             1.2544e-05,             1.2544e-05,             1.2544e-05
                      3,                  1.773,                  3.734,                 1.7416,                0.00599,                0.47059,                0.01572,                0.00387,                 1.7819,                 4.2468,                 1.9253,             1.6837e-05,             1.6837e-05,             1.6837e-05
                      4,                 2.3885,                 4.0607,                 2.1751,                0.00661,                0.52941,                0.01728,                0.00448,                 1.7819,                 4.2415,                 1.9232,             1.2878e-05,             1.2878e-05,             1.2878e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00534,                0.41176,                0.01416,                0.00389,                 1.7705,                 4.2777,                 1.9116,                      0,                      0,                      0
                      2,                 1.4959,                  3.946,                 1.4646,                0.00531,                0.41176,                0.01532,                0.00388,                 1.7803,                  4.254,                 1.9329,             1.1169e-05,             1.1169e-05,             1.1169e-05
                      3,                 1.7737,                 3.7349,                 1.7422,                0.00676,                0.52941,                0.01851,                0.00419,                 1.7829,                 4.2527,                 1.9243,             1.1336e-05,             1.1336e-05,             1.1336e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00534,                0.41176,                0.01416,                0.00389,                 1.7705,                 4.2777,                 1.9116,                      0,                      0,                      0
                      2,                 1.4959,                  3.946,                 1.4646,                0.00531,                0.41176,                0.01532,                0.00388,                 1.7803,                  4.254,                 1.9329,             1.1169e-05,             1.1169e-05,             1.1169e-05
                      3,                 1.7737,                 3.7349,                 1.7422,                0.00676,                0.52941,                0.01851,                0.00419,                 1.7829,                 4.2527,                 1.9243,             1.1336e-05,             1.1336e-05,             1.1336e-05
                      1,                 1.8704,                 3.8681,                  1.816,                0.00534,                0.41176,                0.01416,                0.00389,                 1.7705,                 4.2777,                 1.9116,                      0,                      0,                      0
                      2,                 1.4959,                  3.946,                 1.4646,                0.00531,                0.41176,                0.01529,                0.00381,                 1.7801,                 4.2565,                 1.9331,             8.4184e-06,             8.4184e-06,             8.4184e-06
